animalid,name,datetime,outcometype,outcomesubtype,animaltype,sex,castration,ageuponoutcome,breed,color
A708390,Stella,Sunday,Adoption,,Dog,Female,Spayed,730,Flat Coat Retriever Mix,Black/White
A703383,Dharma,Thursday,Transfer,Partner,Dog,Female,Spayed,3650,Cocker Spaniel,Buff
A689749,Taco,Saturday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby
A699816,Pebbles,Saturday,Adoption,,Dog,Female,Spayed,3650,Chihuahua Shorthair Mix,Tan
A701791,Arwen,Sunday,Adoption,Foster,Cat,Female,Spayed,730,Domestic Longhair Mix,Brown Tabby/White
A625690,Rainey,Monday,Return_to_owner,,Dog,Female,Spayed,2555,Rat Terrier Mix,White/Black
A686406,,Monday,Adoption,,Dog,Male,Neutered,365,Border Terrier/Chihuahua Shorthair,Tan/Black
A710318,Tank,Thursday,Transfer,Partner,Dog,Male,Neutered,1825,Pit Bull Mix,Brown Brindle/White
A698972,Kiki,Monday,Return_to_owner,,Dog,Female,Spayed,2190,Chihuahua Shorthair Mix,Black/Gray
A710380,,Saturday,Transfer,Partner,Cat,Unknown,Unknown,7,Domestic Shorthair Mix,Brown Tabby
A683309,,Thursday,Euthanasia,Behavior,Dog,Female,Spayed,2555,Pit Bull Mix,Tan/White
A640316,Kato,Wednesday,Adoption,,Dog,Male,Neutered,365,Chihuahua Longhair Mix,Black
A682760,Jasper,Thursday,Adoption,,Dog,Male,Neutered,365,Jack Russell Terrier/Dachshund,White/Brown
A701707,,Sunday,Transfer,Partner,Cat,Female,Intact,14,Domestic Shorthair Mix,Orange Tabby
A669534,,Tuesday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Orange Tabby
A588218,Roger,Wednesday,Return_to_owner,,Dog,Male,Neutered,1825,German Shepherd,Black/Brown
A669795,Roxi,Monday,Return_to_owner,,Dog,Female,Spayed,730,Rottweiler Mix,Black/Tan
A674448,Hedwig,Tuesday,Adoption,,Dog,Male,Neutered,310,Siberian Husky Mix,White/Cream
A701647,,Monday,Transfer,Partner,Cat,Female,Intact,93,Domestic Shorthair Mix,Black
A672467,Apollo,Friday,Adoption,,Dog,Male,Neutered,279,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
A712244,,Monday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Black/White
A677462,,Friday,Transfer,Partner,Cat,Unknown,Unknown,0,Domestic Shorthair Mix,Blue
A715761,,Tuesday,Transfer,SCRP,Cat,Female,Spayed,1825,Domestic Shorthair Mix,Calico
A720860,,Saturday,Adoption,,Dog,Female,Spayed,248,Chihuahua Shorthair Mix,Chocolate/White
A701337,,Thursday,Transfer,Partner,Dog,Male,Intact,365,Cairn Terrier Mix,Cream
A710881,Ruth,Wednesday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Shorthair Mix,Orange Tabby
A663948,Pumpkin,Tuesday,Return_to_owner,,Cat,Male,Neutered,93,Domestic Shorthair,Black/White
A699819,Coco,Monday,Return_to_owner,,Dog,Male,Intact,5110,Chihuahua Shorthair Mix,Chocolate/White
A674638,Sam,Sunday,Return_to_owner,,Dog,Male,Neutered,2555,Labrador Retriever Mix,Chocolate
A718743,Newton,Sunday,Adoption,,Dog,Male,Neutered,730,Shih Tzu,Gray/White
A714820,Lizzie,Thursday,Transfer,Partner,Dog,Female,Spayed,186,Plott Hound Mix,Brown Brindle
A667613,Orion,Monday,Adoption,,Dog,Male,Neutered,341,Australian Shepherd Mix,Tan/White
A696059,Chewy,Thursday,Adoption,,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Tan/White
A690806,Hailey,Friday,Transfer,Partner,Cat,Female,Intact,62,Domestic Longhair Mix,Black/White
A676494,Jimmy,Sunday,Adoption,,Dog,Male,Neutered,365,Labrador Retriever/Border Collie,Black/White
A689138,,Monday,Euthanasia,Suffering,Cat,Female,Intact,28,Siamese Mix,Blue Point
A599155,Machete,Saturday,Euthanasia,Suffering,Dog,Male,Neutered,1460,Chihuahua Shorthair Mix,White/Brown
A665587,Cheddar,Wednesday,Adoption,,Cat,Male,Neutered,2920,Domestic Medium Hair Mix,Orange Tabby
A663555,Amelia,Wednesday,Adoption,,Cat,Female,Spayed,93,Domestic Shorthair Mix,Calico
A691345,Jelly Bean,Sunday,Adoption,,Dog,Female,Spayed,62,Australian Cattle Dog Mix,Brown/White
A685242,,Friday,Adoption,,Cat,Female,Spayed,124,Domestic Shorthair Mix,Tortie
A674659,,Friday,Euthanasia,Aggressive,Dog,Male,Intact,730,Labrador Retriever/Great Dane,Tan/Black
A683609,Rascal,Thursday,Return_to_owner,,Dog,Male,Neutered,2190,Dachshund Mix,Brown
A695710,Layla,Sunday,Transfer,Partner,Dog,Female,Spayed,341,Boxer Mix,Brown Brindle/White
A713063,,Thursday,Transfer,Partner,Dog,Female,Spayed,365,Labrador Retriever Mix,Tan/White
A667520,,Saturday,Transfer,Partner,Dog,Male,Neutered,1460,Shih Tzu/Miniature Poodle,Apricot/White
A685145,Mundy,Saturday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Medium Hair Mix,Blue/White
A716488,,Monday,Transfer,Partner,Dog,Male,Neutered,730,Pit Bull Mix,Red
A667537,,Monday,Adoption,,Dog,Female,Spayed,62,Australian Cattle Dog Mix,Red Merle/Black
A694601,Barnaby,Tuesday,Adoption,,Cat,Male,Neutered,186,Domestic Shorthair Mix,Black
A638060,Noah,Sunday,Adoption,,Cat,Male,Neutered,2920,Domestic Shorthair Mix,Black/White
A672067,Jesse,Thursday,Return_to_owner,,Cat,Male,Neutered,1095,Domestic Shorthair Mix,Brown Tabby
A684664,Leo,Sunday,Adoption,,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,Brown/White
A691531,,Friday,Transfer,Partner,Dog,Male,Intact,62,Australian Cattle Dog Mix,White/Brown
A688600,,Sunday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Tortie
A704032,Madison,Friday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Brown Tabby
A703630,Sheldon,Tuesday,Adoption,Foster,Dog,Male,Neutered,1460,German Shepherd Mix,Brown
A668671,Chris,Monday,Transfer,Partner,Cat,Male,Neutered,1825,Domestic Shorthair Mix,Brown Tabby/White
A696247,Jillian,Sunday,Adoption,,Dog,Female,Spayed,730,Pointer Mix,Chocolate/White
A664380,,Thursday,Transfer,SCRP,Cat,Female,Intact,186,Domestic Medium Hair Mix,Calico
A678185,,Friday,Transfer,Partner,Dog,Female,Spayed,730,Miniature Poodle Mix,Black/Gray
A687055,Lizzie,Monday,Return_to_owner,,Dog,Female,Spayed,3650,Collie Smooth/Chow Chow,Sable
A693594,,Friday,Transfer,SCRP,Cat,Male,Intact,186,Domestic Shorthair Mix,Black/White
A675563,Socks,Tuesday,Transfer,Partner,Cat,Female,Intact,62,Domestic Shorthair Mix,Calico
A696819,Captain,Saturday,Adoption,,Dog,Male,Neutered,186,Cocker Spaniel Mix,Sable
A671201,Pablito,Saturday,Return_to_owner,,Dog,Male,Neutered,2920,Chihuahua Shorthair Mix,Tricolor
A715573,,Thursday,Adoption,,Dog,Male,Neutered,186,Labrador Retriever Mix,Buff
A685899,,Thursday,Transfer,Partner,Cat,Male,Intact,93,Siamese Mix,Seal Point
A669510,Kimchi,Wednesday,Adoption,,Dog,Female,Spayed,365,Rottweiler/Labrador Retriever,Black/Tan
A697892,Bella,Monday,Adoption,Foster,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,Brown/Black
A678958,Ares,Monday,Adoption,,Dog,Male,Neutered,62,Boxer Mix,Tricolor
A679113,,Friday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Blue Tabby
A671079,,Saturday,Adoption,,Dog,Female,Spayed,730,Chihuahua Shorthair Mix,Tan
A687180,,Monday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Orange Tabby/White
A686632,Sammy,Tuesday,Return_to_owner,,Cat,Male,Neutered,279,Domestic Shorthair Mix,White/Brown Tabby
A693999,,Tuesday,Transfer,Partner,Dog,Female,Spayed,1460,Rat Terrier Mix,Black/White
A691614,Challino,Wednesday,Adoption,,Dog,Male,Neutered,124,German Shepherd/Siberian Husky,Red/White
A683070,,Sunday,Transfer,Partner,Cat,Male,Intact,3,Domestic Shorthair Mix,White
A703781,Romeo,Saturday,Transfer,Partner,Dog,Male,Intact,2190,Dachshund,Blue Merle/White
A668803,Dumpling,Saturday,Adoption,Foster,Dog,Female,Spayed,62,Border Collie/Labrador Retriever,Black/White
A675983,,Thursday,Transfer,SCRP,Cat,Female,Intact,248,Domestic Shorthair Mix,Blue Tabby
A684825,Carl,Wednesday,Transfer,Partner,Cat,Male,Intact,31,Domestic Shorthair Mix,Black/White
A667828,,Tuesday,Transfer,SCRP,Cat,Female,Intact,124,Domestic Shorthair Mix,Black
A707611,Belle,Friday,Adoption,,Cat,Female,Intact,62,Domestic Shorthair Mix,Torbie
A677885,Lil' Mama,Monday,Return_to_owner,,Dog,Female,Intact,730,Pit Bull Mix,Fawn
A675622,,Friday,Adoption,,Dog,Male,Neutered,124,Collie Smooth/Labrador Retriever,Tricolor
A720143,,Monday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Brown Tabby
A701793,,Thursday,Adoption,Foster,Cat,Female,Spayed,93,Siamese Mix,Lynx Point/White
A682824,,Tuesday,Transfer,Partner,Cat,Male,Intact,62,Domestic Shorthair Mix,Black/White
A711494,Celeste,Thursday,Adoption,Foster,Cat,Female,Spayed,124,Domestic Shorthair Mix,Orange Tabby/White
A686319,Jack,Sunday,Adoption,,Dog,Male,Neutered,1825,Plott Hound/Rhod Ridgeback,Brown Brindle
A671251,Buffy,Thursday,Return_to_owner,,Dog,Female,Spayed,730,Pit Bull Mix,Fawn/White
A684978,,Thursday,Transfer,Partner,Cat,Female,Intact,14,Domestic Shorthair Mix,Brown Tabby
A689449,Bizzy,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Black
A715812,,Sunday,Adoption,,Dog,Female,Spayed,310,Chihuahua Shorthair Mix,Tan/White
A681003,,Tuesday,Transfer,Partner,Dog,Male,Neutered,730,Pointer/Labrador Retriever,Black/White
A715346,Molina,Monday,Adoption,,Dog,Female,Spayed,310,Anatol Shepherd/Great Pyrenees,White
A683732,,Friday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair Mix,Blue
A679956,Simon,Sunday,Return_to_owner,,Dog,Male,Neutered,365,Anatol Shepherd,Fawn/Black
A695297,Sparkles,Monday,Adoption,,Cat,Female,Spayed,217,Domestic Shorthair Mix,Brown Tabby/White
A695950,Laurel,Friday,Adoption,Foster,Dog,Female,Spayed,730,Pit Bull Mix,Brown/White
A694278,Mya,Friday,Transfer,Partner,Dog,Female,Spayed,2555,Great Dane,Black/White
A707887,Firefly,Wednesday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Brown Tabby
A710227,Sebastian,Monday,Euthanasia,Suffering,Cat,Male,Neutered,4380,Domestic Shorthair Mix,Black/White
A686918,Aimee,Tuesday,Transfer,Partner,Dog,Female,Intact,1095,Australian Cattle Dog Mix,Tricolor
A693739,Lily,Friday,Transfer,Partner,Cat,Female,Spayed,93,Domestic Shorthair Mix,Black/White
A711807,Lola,Friday,Adoption,,Dog,Female,Spayed,730,Chinese Sharpei/Australian Cattle Dog,Red Tick/White
A677157,Sadie,Tuesday,Return_to_owner,,Dog,Female,Intact,4380,Labrador Retriever Mix,Yellow
A697921,Pi,Monday,Adoption,,Dog,Female,Spayed,365,Flat Coat Retriever Mix,Black
A686691,,Friday,Transfer,Partner,Dog,Male,Neutered,1095,Labrador Retriever Mix,Yellow
A678627,Qwayzar,Sunday,Adoption,,Cat,Female,Spayed,31,Domestic Shorthair Mix,Calico
A698117,,Friday,Transfer,Partner,Dog,Unknown,Unknown,6,Labrador Retriever Mix,White
A656110,Clover,Friday,Return_to_owner,,Dog,Female,Spayed,279,Rat Terrier Mix,Tricolor
A690723,Friskie,Sunday,Adoption,,Cat,Female,Spayed,62,Domestic Longhair Mix,Black/White
A678099,Spartacus,Wednesday,Euthanasia,Aggressive,Dog,Male,Neutered,730,Akita/Pit Bull,Tan/White
A717989,Leroy,Monday,Return_to_owner,,Dog,Male,Neutered,2555,American Bulldog Mix,White
A673784,Severus,Monday,Transfer,Partner,Dog,Male,Neutered,124,Labrador Retriever Mix,Blue
A699927,Lennon,Tuesday,Adoption,,Cat,Male,Neutered,3650,Domestic Shorthair Mix,Orange Tabby
A671889,Jezebel,Thursday,Return_to_owner,,Dog,Female,Spayed,1825,Chihuahua Shorthair Mix,Tan
A697627,Lucy,Sunday,Adoption,,Dog,Female,Spayed,730,Pointer/Labrador Retriever,Chocolate/White
A685945,Cody,Saturday,Adoption,,Dog,Male,Neutered,1825,Chihuahua Shorthair Mix,Tan/White
A689951,Nelson,Wednesday,Adoption,,Cat,Male,Neutered,155,Siamese Mix,Flame Point
A699499,,Wednesday,Adoption,,Cat,Male,Neutered,365,Domestic Shorthair Mix,Black/White
A715735,Nico,Friday,Transfer,Partner,Dog,Male,Intact,365,Labrador Retriever,Buff/Tan
A688501,Watson,Thursday,Transfer,Partner,Cat,Male,Neutered,124,Domestic Medium Hair Mix,Black
A672263,Daisy,Thursday,Transfer,Partner,Dog,Female,Spayed,730,Chihuahua Shorthair/Rat Terrier,White/Tan
A672744,Oso,Thursday,Euthanasia,Aggressive,Dog,Male,Intact,1095,Rottweiler Mix,Black/Tan
A701165,,Friday,Transfer,Partner,Cat,Male,Intact,28,Domestic Shorthair,Blue
A702973,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,21,Domestic Shorthair Mix,Black/White
A705338,,Wednesday,Transfer,Partner,Cat,Female,Intact,21,Domestic Shorthair Mix,Tortie
A696609,Lizzy,Saturday,Transfer,Partner,Dog,Female,Spayed,730,Labrador Retriever,Black
A714481,Bobby,Sunday,Adoption,,Dog,Male,Neutered,365,Boxer Mix,Brown/White
A685178,,Sunday,Transfer,Partner,Cat,Male,Intact,14,Domestic Shorthair Mix,Blue Tabby
A689596,,Friday,Adoption,,Dog,Male,Neutered,730,Jack Russell Terrier Mix,White/Tan
A714546,Blaze,Monday,Return_to_owner,,Dog,Male,Intact,279,Pit Bull/Dogue De Bordeaux,Red/White
A671352,Roman,Sunday,Adoption,,Dog,Male,Neutered,1095,Labrador Retriever/Chow Chow,Brown
A705656,Rasberry,Friday,Euthanasia,Suffering,Cat,Female,Intact,31,Domestic Shorthair Mix,Tortie
A695943,Tucker,Sunday,Adoption,,Dog,Male,Neutered,730,Bernese Mountain Dog/Rottweiler,Tricolor
A719517,,Tuesday,Transfer,SCRP,Cat,Male,Neutered,730,Domestic Shorthair Mix,Brown Tabby
A682535,,Friday,Transfer,Partner,Dog,Male,Neutered,124,Plott Hound Mix,Brown Brindle/Red Tick
A713263,Houston,Friday,Return_to_owner,,Dog,Male,Intact,1095,English Bulldog,Brown Brindle
A681679,Captain,Friday,Transfer,Partner,Dog,Male,Neutered,365,Pit Bull Mix,Brown/White
A687906,Kerby,Thursday,Transfer,Partner,Cat,Male,Intact,31,Domestic Medium Hair Mix,Brown Tabby/White
A678536,Tulip,Saturday,Adoption,,Dog,Female,Spayed,365,Chihuahua Shorthair Mix,White/Brown
A718585,,Thursday,Transfer,Partner,Dog,Male,Neutered,62,Labrador Retriever Mix,Black/Tan
A543073,Tiny Tinker,Monday,Return_to_owner,,Dog,Female,Spayed,3285,Chihuahua Shorthair,Brown
A697959,Nigel,Sunday,Adoption,,Dog,Male,Neutered,730,Pit Bull Mix,Brown
A715378,Sadie,Saturday,Adoption,,Dog,Female,Spayed,186,Pointer Mix,White/Blue
A697281,,Tuesday,Adoption,,Dog,Male,Neutered,93,Chihuahua Longhair/Italian Greyhound,Tricolor
A681576,Pippin,Monday,Adoption,Foster,Dog,Male,Neutered,31,Labrador Retriever/Blue Lacy,Chocolate/White
A716400,Calliope,Tuesday,Transfer,Partner,Dog,Female,Intact,365,Yorkshire Terrier Mix,Black/Tan
A677460,Petra,Friday,Adoption,,Dog,Female,Spayed,730,Pit Bull Mix,Blue/White
A675049,Judy,Saturday,Return_to_owner,,Dog,Female,Spayed,1095,Labrador Retriever Mix,Black/White
A710655,Cloud,Saturday,Adoption,,Cat,Male,Intact,62,Siamese Mix,Lilac Point
A660046,Grace,Sunday,Return_to_owner,,Dog,Female,Spayed,730,American Staffordshire Terrier Mix,Blue/White
A660910,Kief,Thursday,Return_to_owner,,Dog,Male,Neutered,730,Dachshund/Catahoula,Brown Brindle/White
A686377,,Monday,Adoption,,Dog,Male,Neutered,62,Dachshund Wirehair Mix,Brown/Black
A679631,Callie,Monday,Euthanasia,Suffering,Cat,Female,Spayed,4380,Domestic Longhair Mix,Tortie
A671682,,Thursday,Transfer,SCRP,Cat,Male,Neutered,730,Domestic Shorthair Mix,Blue
A695654,Asha,Tuesday,Euthanasia,Suffering,Dog,Female,Intact,248,Labrador Retriever Mix,Black
A718566,Eleonora,Tuesday,Euthanasia,Suffering,Cat,Female,Intact,3650,Domestic Shorthair Mix,Brown Tabby/White
A680351,Oliver,Monday,Adoption,,Cat,Male,Neutered,62,Domestic Medium Hair Mix,Orange Tabby
A680506,Shaka,Saturday,Adoption,,Dog,Male,Neutered,93,Chihuahua Shorthair Mix,Buff/White
A650694,Riku,Wednesday,Return_to_owner,,Dog,Male,Neutered,365,Blue Lacy/Pit Bull,Blue/White
A681414,,Wednesday,Transfer,SCRP,Cat,Female,Intact,730,Domestic Shorthair Mix,Tortie
A714972,Dennis,Sunday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Blue Tabby
A682833,Nala,Saturday,Adoption,Foster,Cat,Female,Spayed,93,Siamese Mix,Lilac Point
A698953,,Wednesday,Adoption,,Dog,Female,Spayed,2555,Miniature Poodle Mix,White
A696584,Pequina,Saturday,Adoption,,Dog,Female,Spayed,730,Dachshund Mix,Brown
A690020,Jax,Wednesday,Return_to_owner,,Dog,Female,Intact,124,Boxer Mix,Brown Brindle/White
A716340,Tibbers,Tuesday,Adoption,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Brown Tabby
A707004,Ranger,Saturday,Adoption,,Cat,Male,Neutered,93,Domestic Shorthair Mix,White/Orange Tabby
A667031,Nala,Friday,Transfer,Partner,Cat,Female,Spayed,730,Exotic Shorthair Mix,White/Orange Tabby
A667129,Marcia,Sunday,Adoption,,Cat,Female,Spayed,186,Domestic Shorthair Mix,Black/White
A700119,,Wednesday,Transfer,Partner,Cat,Female,Intact,4,Domestic Shorthair Mix,Torbie
A676270,,Saturday,Adoption,Foster,Cat,Female,Spayed,93,Domestic Shorthair Mix,Brown Tabby
A684362,Bella,Tuesday,Adoption,,Cat,Female,Spayed,155,Siamese Mix,Tortie Point
A712984,Sammy,Thursday,Transfer,Partner,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby/White
A688544,Emma,Wednesday,Transfer,Partner,Cat,Female,Intact,31,Domestic Shorthair Mix,Brown Tabby/White
A663346,July,Sunday,Euthanasia,Aggressive,Dog,Female,Spayed,365,Pit Bull Mix,Black/White
A665221,,Tuesday,Transfer,Partner,Dog,Male,Intact,31,Australian Cattle Dog Mix,Brown/Black
A667366,,Sunday,Return_to_owner,,Dog,Female,Spayed,1095,Chihuahua Shorthair Mix,Black/Tan
A657652,Mason,Tuesday,Adoption,,Dog,Male,Neutered,1095,Labrador Retriever/Chinese Sharpei,Black
A611032,Trousers,Tuesday,Return_to_owner,,Dog,Male,Intact,2190,Basset Hound,Tricolor
A707464,Cassius,Sunday,Adoption,,Dog,Male,Intact,248,Pit Bull Mix,White/Blue
A687966,,Wednesday,Adoption,,Cat,Male,Neutered,124,Domestic Shorthair Mix,Brown Tabby/White
A643703,Popcorn,Tuesday,Return_to_owner,,Dog,Male,Neutered,1095,Cocker Spaniel Mix,Yellow
A668595,,Friday,Return_to_owner,,Dog,Male,Intact,28,Chihuahua Shorthair Mix,Tricolor
A716197,Ellie,Sunday,Return_to_owner,,Cat,Female,Spayed,62,Domestic Shorthair Mix,Torbie
A713418,,Wednesday,Transfer,Partner,Dog,Male,Intact,62,Australian Cattle Dog Mix,Buff/White
A711562,Bino,Tuesday,Euthanasia,Suffering,Dog,Male,Intact,365,Dachshund/Chihuahua Shorthair,Black
A716766,Marley,Tuesday,Return_to_owner,,Dog,Male,Neutered,1825,Cocker Spaniel Mix,Black
A616576,Lucy,Saturday,Return_to_owner,,Dog,Female,Spayed,2555,Blue Lacy/Collie Smooth,Tricolor
A705109,,Monday,Adoption,Foster,Cat,Female,Spayed,62,Domestic Longhair Mix,Blue
A663819,Zeus,Wednesday,Return_to_owner,,Dog,Male,Neutered,1095,Pit Bull Mix,Black/White
A689629,,Saturday,Adoption,,Cat,Female,Intact,31,Domestic Shorthair Mix,Torbie
A713084,Haelo,Monday,Adoption,,Dog,Male,Neutered,2190,Miniature Poodle Mix,Buff
A699468,Mary,Friday,Transfer,Partner,Dog,Female,Intact,62,Labrador Retriever Mix,Chocolate/White
A700335,Dorchester,Saturday,Euthanasia,Rabies Risk,Dog,Male,Neutered,730,Pit Bull Mix,White/Brown
A713668,,Saturday,Transfer,Partner,Cat,Unknown,Unknown,14,Domestic Shorthair Mix,Orange Tabby/White
A695428,,Friday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Black/White
A653055,Leia,Sunday,Return_to_owner,,Dog,Female,Spayed,730,Black/Tan Hound Mix,Black/Tan
A682724,Morris,Sunday,Adoption,Foster,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A713886,Arthur,Monday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Orange Tabby
A668396,,Tuesday,Euthanasia,Medical,Cat,Male,Neutered,2920,Siamese Mix,Lynx Point
A717176,,Thursday,Transfer,Partner,Dog,Unknown,Unknown,7,Labrador Retriever Mix,White
A707573,Squirt,Wednesday,Return_to_owner,,Dog,Male,Neutered,4380,Chihuahua Shorthair Mix,White
A690543,Scarlet,Wednesday,Return_to_owner,,Dog,Female,Spayed,365,Pit Bull Mix,Chocolate/White
A704459,Maui,Saturday,Return_to_owner,,Dog,Female,Spayed,4015,Norfolk Terrier/Border Terrier,Cream
A687643,,Monday,Transfer,Partner,Cat,Female,Intact,14,Domestic Shorthair Mix,Blue Tabby/White
A675640,Tyrone,Thursday,Return_to_owner,,Dog,Male,Neutered,730,Border Collie Mix,Black/White
A694435,Sam,Tuesday,Transfer,Partner,Dog,Male,Neutered,730,German Shepherd Mix,Black/Tan
A668653,Chubs,Thursday,Adoption,,Dog,Male,Neutered,730,Chihuahua Shorthair Mix,Black
A705804,Chico,Tuesday,Return_to_owner,,Dog,Male,Neutered,1095,Chihuahua Shorthair Mix,Brown
A706506,,Tuesday,Transfer,Partner,Cat,Unknown,Unknown,5,Domestic Shorthair Mix,Black
A702756,,Sunday,Euthanasia,Suffering,Cat,Male,Intact,21,Domestic Shorthair Mix,White/Brown Tabby
A674264,,Friday,Adoption,,Dog,Female,Spayed,310,Jack Russell Terrier Mix,Tricolor
A665741,Leia,Monday,Return_to_owner,,Cat,Female,Spayed,2555,Domestic Shorthair Mix,Brown Tabby
A510475,Duke,Friday,Return_to_owner,,Dog,Male,Neutered,2555,Pit Bull Mix,Red/White
A641103,Apollo,Saturday,Return_to_owner,,Dog,Male,Intact,1095,Siberian Husky,Black/White
A660275,Lucy,Monday,Return_to_owner,,Dog,Female,Spayed,730,Scottish Terrier/Cairn Terrier,Black
A716089,,Tuesday,Return_to_owner,,Cat,Male,Neutered,730,Domestic Medium Hair Mix,Blue Tabby
A717706,Hilde,Sunday,Return_to_owner,,Dog,Female,Spayed,365,Labrador Retriever Mix,Red
A716729,Hazel,Sunday,Adoption,,Cat,Female,Spayed,155,Domestic Shorthair Mix,Calico
A690333,,Monday,Transfer,SCRP,Cat,Unknown,Unknown,248,Domestic Shorthair Mix,Black
A688552,Tucker,Thursday,Adoption,Foster,Cat,Male,Intact,93,Domestic Longhair Mix,Brown Tabby
A698495,Nugget,Friday,Adoption,,Dog,Male,Neutered,365,Chihuahua Shorthair Mix,Tan
A658728,Tori,Saturday,Adoption,,Cat,Female,Spayed,124,Domestic Medium Hair Mix,Tortie/White
A672515,,Wednesday,Transfer,SCRP,Cat,Male,Intact,365,Domestic Shorthair Mix,Cream Tabby
A686675,Brisket,Friday,Transfer,Partner,Dog,Male,Neutered,365,Pit Bull Mix,Tan/White
A707682,Sleepy,Friday,Adoption,,Cat,Male,Neutered,62,Domestic Shorthair Mix,Black
A667942,Shadow,Sunday,Adoption,,Dog,Female,Spayed,248,Labrador Retriever Mix,Black
A709224,,Friday,Transfer,SCRP,Cat,Female,Intact,365,Domestic Shorthair Mix,Calico
A687003,Chico,Thursday,Return_to_owner,,Dog,Male,Neutered,1825,Chihuahua Longhair Mix,Cream
A711255,,Friday,Transfer,Partner,Dog,Female,Intact,28,Chihuahua Shorthair Mix,White
A680426,Lyla,Monday,Return_to_owner,,Dog,Female,Spayed,1095,Labrador Retriever Mix,Yellow
A697537,Annie,Thursday,Adoption,,Dog,Female,Spayed,1095,Pit Bull Mix,Black/White
