animalid,name,datetime,holiday,outcometype,outcomesubtype,animaltype,sex,castration,agegroup,breed,color
A715741,Simba,Thursday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chow Chow Mix,Red
A676334,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Black
A668122,,Sunday,False,Adoption,,Dog,Female,Spayed,,English Pointer,Liver/White
A702356,,Sunday,False,Euthanasia,Suffering,Cat,Male,Intact,kitten,Domestic Shorthair Mix,White/Blue Tabby
A664842,June,Saturday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,Brown/White
A709067,Earlene,Wednesday,False,Return_to_owner,,Dog,Female,Intact,puppy,Boxer Mix,Black/White
A608918,Vader,Tuesday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Basset Hound/Labrador Retriever,Black/White
A651596,Brownie,Thursday,False,Return_to_owner,,Dog,Male,Neutered,adult,Labrador Retriever Mix,Buff
A720190,Little Missy,Sunday,False,Transfer,Partner,Dog,Female,Spayed,,Airedale Terrier Mix,Tricolor
A676609,Buddy,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever/Chow Chow,Brown
A666504,,Wednesday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby/White
A693272,Kodiak,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Beagle/German Shepherd,Black/Brown
A711607,Bosco,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Manx Mix,White/Black
A713337,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Blue
A672758,Daisy,Wednesday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair/Rat Terrier,Tan/White
A658690,Priscilla,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Black/White
A708390,Stella,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Flat Coat Retriever Mix,Black/White
A703383,Dharma,Thursday,False,Transfer,Partner,Dog,Female,Spayed,,Cocker Spaniel,Buff
A689749,Taco,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A699816,Pebbles,Saturday,False,Adoption,,Dog,Female,Spayed,,Chihuahua Shorthair Mix,Tan
A701791,Arwen,Sunday,False,Adoption,Foster,Cat,Female,Spayed,adult,Domestic Longhair Mix,Brown Tabby/White
A625690,Rainey,Monday,False,Return_to_owner,,Dog,Female,Spayed,,Rat Terrier Mix,White/Black
A686406,,Monday,False,Adoption,,Dog,Male,Neutered,adult,Border Terrier/Chihuahua Shorthair,Tan/Black
A710318,Tank,Thursday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Pit Bull Mix,Brown Brindle/White
A698972,Kiki,Monday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Black/Gray
A710380,,Saturday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Brown Tabby
A683309,,Thursday,False,Euthanasia,Behavior,Dog,Female,Spayed,,Pit Bull Mix,Tan/White
A640316,Kato,Wednesday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Longhair Mix,Black
A682760,Jasper,Thursday,False,Adoption,,Dog,Male,Neutered,adult,Jack Russell Terrier/Dachshund,White/Brown
A701707,,Sunday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A669534,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Orange Tabby
A588218,Roger,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,German Shepherd,Black/Brown
A669795,Roxi,Monday,False,Return_to_owner,,Dog,Female,Spayed,adult,Rottweiler Mix,Black/Tan
A674448,Hedwig,Tuesday,False,Adoption,,Dog,Male,Neutered,adult,Siberian Husky Mix,White/Cream
A701647,,Monday,True,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black
A672467,Apollo,Friday,False,Adoption,,Dog,Male,Neutered,adult,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
A712244,,Monday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black/White
A677462,,Friday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Blue
A715761,,Tuesday,False,Transfer,SCRP,Cat,Female,Spayed,adult,Domestic Shorthair Mix,Calico
A720860,,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Chocolate/White
A701337,,Thursday,False,Transfer,Partner,Dog,Male,Intact,adult,Cairn Terrier Mix,Cream
A710881,Ruth,Wednesday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby
A663948,Pumpkin,Tuesday,False,Return_to_owner,,Cat,Male,Neutered,kitten,Domestic Shorthair,Black/White
A699819,Coco,Monday,False,Return_to_owner,,Dog,Male,Intact,,Chihuahua Shorthair Mix,Chocolate/White
A674638,Sam,Sunday,False,Return_to_owner,,Dog,Male,Neutered,,Labrador Retriever Mix,Chocolate
A718743,Newton,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Shih Tzu,Gray/White
A714820,Lizzie,Thursday,False,Transfer,Partner,Dog,Female,Spayed,puppy,Plott Hound Mix,Brown Brindle
A667613,Orion,Monday,False,Adoption,,Dog,Male,Neutered,adult,Australian Shepherd Mix,Tan/White
A696059,Chewy,Thursday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Tan/White
A690806,Hailey,Friday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Longhair Mix,Black/White
A676494,Jimmy,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Labrador Retriever/Border Collie,Black/White
A689138,,Monday,False,Euthanasia,Suffering,Cat,Female,Intact,kitten,Siamese Mix,Blue Point
A599155,Machete,Saturday,False,Euthanasia,Suffering,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,White/Brown
A665587,Cheddar,Wednesday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Medium Hair Mix,Orange Tabby
A663555,Amelia,Wednesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Calico
A691345,Jelly Bean,Sunday,False,Adoption,,Dog,Female,Spayed,puppy,Australian Cattle Dog Mix,Brown/White
A685242,,Friday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Tortie
A674659,,Friday,False,Euthanasia,Aggressive,Dog,Male,Intact,adult,Labrador Retriever/Great Dane,Tan/Black
A683609,Rascal,Thursday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Dachshund Mix,Brown
A695710,Layla,Sunday,False,Transfer,Partner,Dog,Female,Spayed,adult,Boxer Mix,Brown Brindle/White
A713063,,Thursday,False,Transfer,Partner,Dog,Female,Spayed,adult,Labrador Retriever Mix,Tan/White
A667520,,Saturday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Shih Tzu/Miniature Poodle,Apricot/White
A685145,Mundy,Saturday,False,Adoption,Foster,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Blue/White
A716488,,Monday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pit Bull Mix,Red
A667537,,Monday,False,Adoption,,Dog,Female,Spayed,puppy,Australian Cattle Dog Mix,Red Merle/Black
A694601,Barnaby,Tuesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black
A638060,Noah,Sunday,False,Adoption,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Black/White
A672067,Jesse,Thursday,False,Return_to_owner,,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A684664,Leo,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Chihuahua Shorthair Mix,Brown/White
A691531,,Friday,False,Transfer,Partner,Dog,Male,Intact,puppy,Australian Cattle Dog Mix,White/Brown
A688600,,Sunday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Tortie
A704032,Madison,Friday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A703630,Sheldon,Tuesday,False,Adoption,Foster,Dog,Male,Neutered,aging_dog,German Shepherd Mix,Brown
A668671,Chris,Monday,False,Transfer,Partner,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby/White
A696247,Jillian,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Pointer Mix,Chocolate/White
A664380,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Medium Hair Mix,Calico
A678185,,Friday,False,Transfer,Partner,Dog,Female,Spayed,adult,Miniature Poodle Mix,Black/Gray
A687055,Lizzie,Monday,True,Return_to_owner,,Dog,Female,Spayed,,Collie Smooth/Chow Chow,Sable
A693594,,Friday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black/White
A675563,Socks,Tuesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Calico
A696819,Captain,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Cocker Spaniel Mix,Sable
A671201,Pablito,Saturday,False,Return_to_owner,,Dog,Male,Neutered,,Chihuahua Shorthair Mix,Tricolor
A715573,,Thursday,False,Adoption,,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Buff
A685899,,Thursday,False,Transfer,Partner,Cat,Male,Intact,kitten,Siamese Mix,Seal Point
A669510,Kimchi,Wednesday,True,Adoption,,Dog,Female,Spayed,adult,Rottweiler/Labrador Retriever,Black/Tan
A697892,Bella,Monday,False,Adoption,Foster,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Brown/Black
A678958,Ares,Monday,False,Adoption,,Dog,Male,Neutered,puppy,Boxer Mix,Tricolor
A679113,,Friday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Blue Tabby
A671079,,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan
A687180,,Monday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby/White
A686632,Sammy,Tuesday,False,Return_to_owner,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,White/Brown Tabby
A693999,,Tuesday,False,Transfer,Partner,Dog,Female,Spayed,aging_dog,Rat Terrier Mix,Black/White
A691614,Challino,Wednesday,False,Adoption,,Dog,Male,Neutered,puppy,German Shepherd/Siberian Husky,Red/White
A683070,,Sunday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,White
A703781,Romeo,Saturday,False,Transfer,Partner,Dog,Male,Intact,aging_dog,Dachshund,Blue Merle/White
A668803,Dumpling,Saturday,False,Adoption,Foster,Dog,Female,Spayed,puppy,Border Collie/Labrador Retriever,Black/White
A675983,,Thursday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Blue Tabby
A684825,Carl,Wednesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black/White
A667828,,Tuesday,False,Transfer,SCRP,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Black
A707611,Belle,Friday,False,Adoption,,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A677885,Lil' Mama,Monday,False,Return_to_owner,,Dog,Female,Intact,adult,Pit Bull Mix,Fawn
A675622,,Friday,False,Adoption,,Dog,Male,Neutered,puppy,Collie Smooth/Labrador Retriever,Tricolor
A720143,,Monday,False,Transfer,SCRP,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A701793,,Thursday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Siamese Mix,Lynx Point/White
A682824,,Tuesday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Black/White
A711494,Celeste,Thursday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Orange Tabby/White
A686319,Jack,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Plott Hound/Rhod Ridgeback,Brown Brindle
A671251,Buffy,Thursday,False,Return_to_owner,,Dog,Female,Spayed,adult,Pit Bull Mix,Fawn/White
A684978,,Thursday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby
A689449,Bizzy,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black
A715812,,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,Tan/White
A681003,,Tuesday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pointer/Labrador Retriever,Black/White
A715346,Molina,Monday,False,Adoption,,Dog,Female,Spayed,adult,Anatol Shepherd/Great Pyrenees,White
A683732,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Blue
A679956,Simon,Sunday,False,Return_to_owner,,Dog,Male,Neutered,adult,Anatol Shepherd,Fawn/Black
A695297,Sparkles,Monday,True,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby/White
A695950,Laurel,Friday,False,Adoption,Foster,Dog,Female,Spayed,adult,Pit Bull Mix,Brown/White
A694278,Mya,Friday,False,Transfer,Partner,Dog,Female,Spayed,,Great Dane,Black/White
A707887,Firefly,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby
A710227,Sebastian,Monday,False,Euthanasia,Suffering,Cat,Male,Neutered,senior,Domestic Shorthair Mix,Black/White
A686918,Aimee,Tuesday,False,Transfer,Partner,Dog,Female,Intact,aging_dog,Australian Cattle Dog Mix,Tricolor
A693739,Lily,Friday,False,Transfer,Partner,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black/White
A711807,Lola,Friday,False,Adoption,,Dog,Female,Spayed,adult,Chinese Sharpei/Australian Cattle Dog,Red Tick/White
A677157,Sadie,Tuesday,False,Return_to_owner,,Dog,Female,Intact,,Labrador Retriever Mix,Yellow
A697921,Pi,Monday,False,Adoption,,Dog,Female,Spayed,adult,Flat Coat Retriever Mix,Black
A686691,,Friday,False,Transfer,Partner,Dog,Male,Neutered,aging_dog,Labrador Retriever Mix,Yellow
A678627,Qwayzar,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Calico
A698117,,Friday,False,Transfer,Partner,Dog,Unknown,Unknown,puppy,Labrador Retriever Mix,White
A656110,Clover,Friday,False,Return_to_owner,,Dog,Female,Spayed,adult,Rat Terrier Mix,Tricolor
A690723,Friskie,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Longhair Mix,Black/White
A678099,Spartacus,Wednesday,False,Euthanasia,Aggressive,Dog,Male,Neutered,adult,Akita/Pit Bull,Tan/White
A717989,Leroy,Monday,False,Return_to_owner,,Dog,Male,Neutered,,American Bulldog Mix,White
A673784,Severus,Monday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Blue
A699927,Lennon,Tuesday,False,Adoption,,Cat,Male,Neutered,senior,Domestic Shorthair Mix,Orange Tabby
A671889,Jezebel,Thursday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Tan
A697627,Lucy,Sunday,False,Adoption,,Dog,Female,Spayed,adult,Pointer/Labrador Retriever,Chocolate/White
A685945,Cody,Saturday,False,Adoption,,Dog,Male,Neutered,aging_dog,Chihuahua Shorthair Mix,Tan/White
A689951,Nelson,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Siamese Mix,Flame Point
A699499,,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Black/White
A715735,Nico,Friday,False,Transfer,Partner,Dog,Male,Intact,adult,Labrador Retriever,Buff/Tan
A688501,Watson,Thursday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Black
A672263,Daisy,Thursday,False,Transfer,Partner,Dog,Female,Spayed,adult,Chihuahua Shorthair/Rat Terrier,White/Tan
A672744,Oso,Thursday,False,Euthanasia,Aggressive,Dog,Male,Intact,aging_dog,Rottweiler Mix,Black/Tan
A701165,,Friday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair,Blue
A702973,,Tuesday,False,Transfer,Partner,Cat,Unknown,Unknown,kitten,Domestic Shorthair Mix,Black/White
A705338,,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Tortie
A696609,Lizzy,Saturday,False,Transfer,Partner,Dog,Female,Spayed,adult,Labrador Retriever,Black
A714481,Bobby,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Boxer Mix,Brown/White
A685178,,Sunday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Shorthair Mix,Blue Tabby
A689596,,Friday,False,Adoption,,Dog,Male,Neutered,adult,Jack Russell Terrier Mix,White/Tan
A714546,Blaze,Monday,False,Return_to_owner,,Dog,Male,Intact,adult,Pit Bull/Dogue De Bordeaux,Red/White
A671352,Roman,Sunday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever/Chow Chow,Brown
A705656,Rasberry,Friday,False,Euthanasia,Suffering,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Tortie
A695943,Tucker,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Bernese Mountain Dog/Rottweiler,Tricolor
A719517,,Tuesday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Brown Tabby
A682535,,Friday,True,Transfer,Partner,Dog,Male,Neutered,puppy,Plott Hound Mix,Brown Brindle/Red Tick
A713263,Houston,Friday,False,Return_to_owner,,Dog,Male,Intact,aging_dog,English Bulldog,Brown Brindle
A681679,Captain,Friday,False,Transfer,Partner,Dog,Male,Neutered,adult,Pit Bull Mix,Brown/White
A687906,Kerby,Thursday,False,Transfer,Partner,Cat,Male,Intact,kitten,Domestic Medium Hair Mix,Brown Tabby/White
A678536,Tulip,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Chihuahua Shorthair Mix,White/Brown
A718585,,Thursday,False,Transfer,Partner,Dog,Male,Neutered,puppy,Labrador Retriever Mix,Black/Tan
A543073,Tiny Tinker,Monday,False,Return_to_owner,,Dog,Female,Spayed,,Chihuahua Shorthair,Brown
A697959,Nigel,Sunday,False,Adoption,,Dog,Male,Neutered,adult,Pit Bull Mix,Brown
A715378,Sadie,Saturday,False,Adoption,,Dog,Female,Spayed,puppy,Pointer Mix,White/Blue
A697281,,Tuesday,False,Adoption,,Dog,Male,Neutered,puppy,Chihuahua Longhair/Italian Greyhound,Tricolor
A681576,Pippin,Monday,False,Adoption,Foster,Dog,Male,Neutered,puppy,Labrador Retriever/Blue Lacy,Chocolate/White
A716400,Calliope,Tuesday,False,Transfer,Partner,Dog,Female,Intact,adult,Yorkshire Terrier Mix,Black/Tan
A677460,Petra,Friday,False,Adoption,,Dog,Female,Spayed,adult,Pit Bull Mix,Blue/White
A675049,Judy,Saturday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Labrador Retriever Mix,Black/White
A710655,Cloud,Saturday,False,Adoption,,Cat,Male,Intact,kitten,Siamese Mix,Lilac Point
A660046,Grace,Sunday,False,Return_to_owner,,Dog,Female,Spayed,adult,American Staffordshire Terrier Mix,Blue/White
A660910,Kief,Thursday,False,Return_to_owner,,Dog,Male,Neutered,adult,Dachshund/Catahoula,Brown Brindle/White
A686377,,Monday,False,Adoption,,Dog,Male,Neutered,puppy,Dachshund Wirehair Mix,Brown/Black
A679631,Callie,Monday,False,Euthanasia,Suffering,Cat,Female,Spayed,senior,Domestic Longhair Mix,Tortie
A671682,,Thursday,False,Transfer,SCRP,Cat,Male,Neutered,adult,Domestic Shorthair Mix,Blue
A695654,Asha,Tuesday,False,Euthanasia,Suffering,Dog,Female,Intact,adult,Labrador Retriever Mix,Black
A718566,Eleonora,Tuesday,False,Euthanasia,Suffering,Cat,Female,Intact,senior,Domestic Shorthair Mix,Brown Tabby/White
A680351,Oliver,Monday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Medium Hair Mix,Orange Tabby
A680506,Shaka,Saturday,False,Adoption,,Dog,Male,Neutered,puppy,Chihuahua Shorthair Mix,Buff/White
A650694,Riku,Wednesday,False,Return_to_owner,,Dog,Male,Neutered,adult,Blue Lacy/Pit Bull,Blue/White
A681414,,Wednesday,False,Transfer,SCRP,Cat,Female,Intact,adult,Domestic Shorthair Mix,Tortie
A714972,Dennis,Sunday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Blue Tabby
A682833,Nala,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Siamese Mix,Lilac Point
A698953,,Wednesday,False,Adoption,,Dog,Female,Spayed,,Miniature Poodle Mix,White
A696584,Pequina,Saturday,False,Adoption,,Dog,Female,Spayed,adult,Dachshund Mix,Brown
A690020,Jax,Wednesday,False,Return_to_owner,,Dog,Female,Intact,puppy,Boxer Mix,Brown Brindle/White
A716340,Tibbers,Tuesday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A707004,Ranger,Saturday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,White/Orange Tabby
A667031,Nala,Friday,False,Transfer,Partner,Cat,Female,Spayed,adult,Exotic Shorthair Mix,White/Orange Tabby
A667129,Marcia,Sunday,False,Adoption,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Black/White
A700119,,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Torbie
A676270,,Saturday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Brown Tabby
A684362,Bella,Tuesday,True,Adoption,,Cat,Female,Spayed,kitten,Siamese Mix,Tortie Point
A712984,Sammy,Thursday,False,Transfer,Partner,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Orange Tabby/White
A688544,Emma,Wednesday,False,Transfer,Partner,Cat,Female,Intact,kitten,Domestic Shorthair Mix,Brown Tabby/White
A663346,July,Sunday,False,Euthanasia,Aggressive,Dog,Female,Spayed,adult,Pit Bull Mix,Black/White
A665221,,Tuesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Australian Cattle Dog Mix,Brown/Black
A667366,,Sunday,False,Return_to_owner,,Dog,Female,Spayed,aging_dog,Chihuahua Shorthair Mix,Black/Tan
A657652,Mason,Tuesday,False,Adoption,,Dog,Male,Neutered,aging_dog,Labrador Retriever/Chinese Sharpei,Black
A611032,Trousers,Tuesday,False,Return_to_owner,,Dog,Male,Intact,aging_dog,Basset Hound,Tricolor
A707464,Cassius,Sunday,False,Adoption,,Dog,Male,Intact,adult,Pit Bull Mix,White/Blue
A687966,,Wednesday,False,Adoption,,Cat,Male,Neutered,kitten,Domestic Shorthair Mix,Brown Tabby/White
A643703,Popcorn,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Cocker Spaniel Mix,Yellow
A668595,,Friday,False,Return_to_owner,,Dog,Male,Intact,puppy,Chihuahua Shorthair Mix,Tricolor
A716197,Ellie,Sunday,False,Return_to_owner,,Cat,Female,Spayed,kitten,Domestic Shorthair Mix,Torbie
A713418,,Wednesday,False,Transfer,Partner,Dog,Male,Intact,puppy,Australian Cattle Dog Mix,Buff/White
A711562,Bino,Tuesday,False,Euthanasia,Suffering,Dog,Male,Intact,adult,Dachshund/Chihuahua Shorthair,Black
A716766,Marley,Tuesday,False,Return_to_owner,,Dog,Male,Neutered,aging_dog,Cocker Spaniel Mix,Black
A616576,Lucy,Saturday,False,Return_to_owner,,Dog,Female,Spayed,,Blue Lacy/Collie Smooth,Tricolor
A705109,,Monday,False,Adoption,Foster,Cat,Female,Spayed,kitten,Domestic Longhair Mix,Blue
